JAVA_CLASS,RELEASE,SIZE,NR,N_AUTH,LOC_ADDED,MAX_LOC_ADDED,AVG_LOC_ADDED,CHURN,MAX_CHURN,AVG_CHURN,IS_BUGGY
src/java/main/org/apache/zookeeper/AsyncCallback.java,2,52,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/jute/compiler/generated/Rcc.java,2,525,0,0,0,0,0.0,0,0,0.0,false
src/java/jmx/org/apache/zookeeper/server/util/DataTreeObserver.java,2,53,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/jute/BinaryOutputArchive.java,2,149,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/server/quorum/Leader.java,2,633,0,0,0,0,0.0,0,0,0.0,true
src/java/main/org/apache/zookeeper/server/quorum/AckRequestProcessor.java,2,45,0,0,0,0,0.0,0,0,0.0,false
src/java/jmx/org/apache/zookeeper/jmx/server/quorum/LeaderBean.java,2,29,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/server/auth/HostAuthenticationProvider.java,2,67,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/server/persistence/FileSnap.java,2,159,0,0,0,0,0.0,0,0,0.0,true
src/java/jmx/org/apache/zookeeper/server/quorum/ObservableQuorumPeer.java,2,115,0,0,0,0,0.0,0,0,0.0,false
src/java/jmx/org/apache/zookeeper/server/ObservableDataTree.java,2,115,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/jute/CsvOutputArchive.java,2,151,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/server/ZooKeeperServer.java,2,616,1,1,2,2,2.0,6,6,6.0,true
src/java/jmx/org/apache/zookeeper/jmx/server/quorum/QuorumBean.java,2,44,0,0,0,0,0.0,0,0,0.0,false
src/java/jmx/org/apache/zookeeper/server/quorum/ObservableLeaderZooKeeperServer.java,2,55,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/ZooKeeperMain.java,2,232,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/jute/InputArchive.java,2,45,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/server/quorum/FollowerZooKeeperServer.java,2,177,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/jute/compiler/JFile.java,2,75,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/jute/OutputArchive.java,2,48,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/server/WatchManager.java,2,113,0,0,0,0,0.0,0,0,0.0,false
src/java/jmx/org/apache/zookeeper/jmx/server/ConnectionMXBean.java,2,68,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/ZooKeeper.java,2,1040,2,1,3,2,1.5,10,7,5.0,true
src/java/main/org/apache/zookeeper/Environment.java,2,100,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/jute/compiler/JVector.java,2,106,0,0,0,0,0.0,0,0,0.0,false
src/java/jmx/org/apache/zookeeper/server/util/ObservableComponent.java,2,34,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/server/util/SerializeUtils.java,2,105,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/server/quorum/QuorumStats.java,2,81,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/server/upgrade/UpgradeMain.java,2,181,0,0,0,0,0.0,0,0,0.0,false
src/java/jmx/org/apache/zookeeper/server/quorum/ManagedQuorumPeerMain.java,2,137,1,1,1,1,1.0,5,5,5.0,false
src/java/main/org/apache/jute/Index.java,2,39,0,0,0,0,0.0,0,0,0.0,false
src/java/jmx/org/apache/zookeeper/jmx/server/quorum/LeaderElectionMXBean.java,2,34,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/jute/compiler/JMap.java,2,101,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/server/TraceFormatter.java,2,119,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/server/auth/IPAuthenticationProvider.java,2,115,0,0,0,0,0.0,0,0,0.0,false
src/java/jmx/org/apache/zookeeper/jmx/ZKMBeanInfo.java,2,36,0,0,0,0,0.0,0,0,0.0,false
